latency_inflation_1,latency_ratio_1,Time
-0.6489687201481513,0.6801029045703839,2.5348739624023438
0.291863147443505,4.303703973723762,18.404492139816284
0.17136447776351912,1.38659483355116,0.03879904747009277
-0.47298409755496024,2.2398178001888467,0.019345521926879883
-0.4586637277918934,2.9313765139964083,0.019116878509521484
-0.283885168810104,5.155720876750046,0.03302645683288574
-0.2453228964219977,5.871521493182649,0.031989336013793945
-0.2646040326160508,6.568040973421198,0.05634593963623047
-0.25496346451902424,7.25491988556272,0.03615236282348633
0.1077599150125586,7.9957627923581756,0.050932884216308594
0.23161381260351205,18.94637263313115,0.6244513988494873
0.2014891451835156,19.653735644595645,0.05402183532714844
0.18642681147351736,20.34603632235014,0.02901625633239746
0.21655147889351384,21.038337000104637,0.029575109481811523
0.2617384800235085,21.74570001156913,0.025392532348632812
0.27680081373350673,18.254071955376656,0.029113054275512695
0.3021748826813146,17.56652187609435,0.025156259536743164
0.24667614631351026,16.874221198339853,0.024821758270263672
0.13956219638803888,16.165180572919876,0.02790546417236328
0.12366105570029874,15.472041088187641,0.028496742248535156
0.06212556281392173,14.74916839194451,0.027250051498413086
0.08494273891324017,22.445755531712944,0.052458763122558594
0.09635132696289939,23.1344024638071,0.028014183044433594
0.07353415086358095,23.823049395901254,0.028373003005981445
-0.09159866680403798,13.918205818282056,0.04987955093383789
-0.18517767319821296,13.180822251013778,0.03074502944946289
-0.21525028481010533,12.47351129535739,0.04805731773376465
-0.23028659061605153,11.781236645506949,0.0314793586730957
-0.20454047431066125,11.09328849096301,0.028520822525024414
-0.19485907375443712,10.40636874636229,0.051650047302246094
-0.2742446007130774,9.602824156049563,0.40033960342407227
-0.5934813738646852,8.870098465721602,0.0638277530670166
-0.3262158780952311,24.542618449230876,0.17908787727355957
-0.014736551995058128,25.29671890808435,0.035878896713256836
-0.05316760939954806,26.01238830953334,0.03094768524169922
0.0342015465257832,26.717550669865975,0.02672719955444336
0.155463337075779,27.52026252100931,0.019601106643676758
0.04816355466985247,28.211462873197878,0.03132486343383789
0.009732497265362535,28.913170266502796,0.024961471557617188
0.021967021895572866,29.6026431351775,0.027451515197753906
-0.0025020273648477965,30.292116003852207,0.03211498260498047
-0.03395208069730309,30.98856987659895,0.028005123138427734
-0.024344316346180613,31.675415984994572,0.031093597412109375
-0.043559845048425576,32.362262093390186,0.02820134162902832
-0.07238313810179302,33.05871596613692,0.024796485900878906
-0.06277537375067054,33.745562074532536,0.02389216423034668
-0.0819909024529155,34.43240818292815,0.03017592430114746
-0.10819095460680025,35.126238814775405,0.02713632583618164
-0.1466843139025066,35.8419705181156,0.022829532623291016
-0.16593099355035978,36.53845554180795,0.02523946762084961
