Features,Historys,Epsilon,Result,Time
0,1,0.1,able,3.183157444000244
0,1,0.2,able,6.966968297958374
0,1,0.30000000000000004,able,5.738352298736572
0,1,0.4,able,6.01936411857605
0,1,0.5,able,8.193483114242554
0,1,0.6000000000000001,able,15.02290415763855
0,1,0.7000000000000001,able,8.56958794593811
0,1,0.8,able,9.832246541976929
0,1,0.9,able,12.31136417388916
0,1,1.0,able,8.87498664855957
0,1,1.1,able,18.41370701789856
0,1,1.2000000000000002,able,10.895657539367676
