Features,History,Result,Time
[0],1,don't keep,1.1456031799316406
[1],1,don't keep,1.4551301002502441
[2],1,don't keep,1.6933798789978027
[0],3,don't keep,0.9624409675598145
[1],3,don't keep,16.865386486053467
[2],3,don't keep,5.084007740020752
[0],5,don't keep,7.605682373046875
[1],5,don't keep,15.370712995529175
[2],5,don't keep,31.729572296142578
[0],10,don't keep,43.52241778373718
[1],10,don't keep,147.41869735717773
[2],10,don't keep,176.78803300857544
