Features,History,Epsilon,Result,Time
"[0, 1, 2]",3,0.003,able,3.5261125564575195
[0],10,0.0032500000000000003,able,4.532605886459351
[1],10,0.0032500000000000003,able,5.592119216918945
[2],10,0.0032500000000000003,able,8.437479734420776
"[0, 1, 2]",10,0.0032500000000000003,able,85.66852974891663
[0],5,0.0032500000000000003,able,1.523688793182373
[1],5,0.0032500000000000003,able,1.4306635856628418
[2],5,0.0032500000000000003,able,1.8240337371826172
"[0, 1, 2]",5,0.0032500000000000003,able,6.474189281463623
[0],3,0.0032500000000000003,able,0.8729331493377686
[1],3,0.0032500000000000003,able,0.6331439018249512
[2],3,0.0032500000000000003,able,1.035475730895996
"[0, 1, 2]",3,0.0032500000000000003,able,3.2472479343414307
[0],10,0.0035,able,3.5962584018707275
[1],10,0.0035,able,5.004812240600586
[2],10,0.0035,able,7.784989356994629
"[0, 1, 2]",10,0.0035,able,77.94535326957703
[0],5,0.0035,able,1.1597495079040527
[1],5,0.0035,able,1.2011635303497314
[2],5,0.0035,able,2.91292405128479
"[0, 1, 2]",5,0.0035,able,7.445436716079712
[0],3,0.0035,able,0.9891719818115234
[1],3,0.0035,able,0.6007664203643799
[2],3,0.0035,able,1.0946056842803955
"[0, 1, 2]",3,0.0035,able,4.612019062042236
[0],10,0.00375,able,5.538060426712036
[1],10,0.00375,able,7.268375635147095
[2],10,0.00375,able,6.028852462768555
"[0, 1, 2]",10,0.00375,able,66.39735913276672
[0],5,0.00375,able,1.852125883102417
[1],5,0.00375,able,1.1738388538360596
[2],5,0.00375,able,2.4021377563476562
"[0, 1, 2]",5,0.00375,able,19.94551992416382
[0],3,0.00375,able,0.6955864429473877
[1],3,0.00375,able,0.7191059589385986
[2],3,0.00375,able,0.8168730735778809
"[0, 1, 2]",3,0.00375,able,4.458045244216919
[0],10,0.004,able,8.262123823165894
[1],10,0.004,able,12.849921703338623
[2],10,0.004,able,6.079579830169678
"[0, 1, 2]",10,0.004,able,75.85012102127075
[0],5,0.004,able,1.3012902736663818
[1],5,0.004,able,1.3191955089569092
[2],5,0.004,able,2.4189298152923584
"[0, 1, 2]",5,0.004,able,11.085736751556396
[0],3,0.004,able,0.7434439659118652
[1],3,0.004,able,0.6504182815551758
[2],3,0.004,able,1.1713426113128662
"[0, 1, 2]",3,0.004,able,2.8161885738372803
[0],10,0.00425,able,4.610536813735962
[1],10,0.00425,able,3.8088693618774414
[2],10,0.00425,able,5.790806293487549
"[0, 1, 2]",10,0.00425,able,80.13737797737122
[0],5,0.00425,able,1.282705545425415
[1],5,0.00425,able,1.2453179359436035
[2],5,0.00425,able,2.647812604904175
"[0, 1, 2]",5,0.00425,able,9.7468900680542
[0],3,0.00425,able,0.7687699794769287
[1],3,0.00425,able,0.63901686668396
[2],3,0.00425,able,1.1047348976135254
"[0, 1, 2]",3,0.00425,able,3.493403911590576
[0],10,0.0045000000000000005,able,6.115208625793457
[1],10,0.0045000000000000005,able,4.354151725769043
[2],10,0.0045000000000000005,able,4.736727476119995
"[0, 1, 2]",10,0.0045000000000000005,able,53.55716919898987
[0],5,0.0045000000000000005,able,1.9729058742523193
[1],5,0.0045000000000000005,able,1.305112361907959
[2],5,0.0045000000000000005,able,3.0445587635040283
"[0, 1, 2]",5,0.0045000000000000005,able,8.955057621002197
[0],3,0.0045000000000000005,able,0.6235699653625488
[1],3,0.0045000000000000005,able,0.6703586578369141
[2],3,0.0045000000000000005,able,0.8664188385009766
"[0, 1, 2]",3,0.0045000000000000005,able,4.49424409866333
[0],10,0.00475,able,4.118101596832275
[1],10,0.00475,able,4.2110185623168945
[2],10,0.00475,able,11.849121809005737
"[0, 1, 2]",10,0.00475,unable,25.703782558441162
[0],5,0.00475,able,1.219142198562622
[1],5,0.00475,able,1.3139667510986328
[2],5,0.00475,able,2.220956325531006
"[0, 1, 2]",5,0.00475,able,9.445332050323486
[0],3,0.00475,able,0.9769647121429443
[1],3,0.00475,able,0.7211368083953857
[2],3,0.00475,able,0.6154725551605225
"[0, 1, 2]",3,0.00475,able,5.35823130607605
[0],10,0.005,able,5.234205007553101
[1],10,0.005,able,7.235713720321655
[2],10,0.005,able,6.610102891921997
"[0, 1, 2]",10,0.005,unable,67.83812856674194
[0],5,0.005,able,1.5911858081817627
[1],5,0.005,able,1.2478916645050049
[2],5,0.005,able,2.401604175567627
"[0, 1, 2]",5,0.005,able,13.123709440231323
[0],3,0.005,able,0.6250712871551514
[1],3,0.005,able,0.5929121971130371
[2],3,0.005,able,0.9939243793487549
"[0, 1, 2]",3,0.005,able,4.5708701610565186
